"","ist","country_code","district_name","year","district_population","live_births","surviving_infants","under5pop","under15pop","cba_women","pregnant_women"
"2665","CA","CAE","MERI",2022,180198.499816365,8439.43054916391,8204.06148170682,NA,91313.5488318338,40948.4780430104,8583
"2666","CA","CAE","MERI",2023,185784.653310672,8701.05289618799,8458.38738763973,NA,94144.2688456207,42217.8808623438,8849
"2667","CA","CAE","MERI",2024,191455.733074023,8966.65268669871,8716.57980929479,NA,97018.0242843605,43506.5824076196,9119
"2668","CA","CAE","MESSAMENA",2017,27311.9099720526,963.333475729552,893.419460698059,NA,12149.3972683212,6578.29642893033,NA
"2669","CA","CAE","MESSAMENA",2018,27944.3865850342,985.641908004142,914.108856461753,NA,12430.7474061145,6730.63358326397,NA
"2670","CA","CAE","MESSAMENA",2019,28592,1009,935,4488.944,12719,1026,1057.904
"2671","CA","CAE","MESSAMENA",2020,29266,1024,937,NA,12497,7258,NA
"2672","CA","CAE","MESSAMENA",2021,31494,1110.84228513025,1030.22280477699,NA,14009.7531794753,7585.58694520923,1130
"2673","CA","CAE","MESSAMENA",2022,32231.2375018353,1136.84579663156,1054.33910905487,NA,14337.7050253941,7763.15661465231,1156
"2674","CA","CAE","MESSAMENA",2023,32972.5559643775,1162.99324995409,1078.58890856313,NA,14667.4722409782,7941.70921678931,1183
"2675","CA","CAE","MESSAMENA",2024,38634,1362.68117240497,1263.78446179445,NA,17185.9022142583,9305.31421988993,1386
"2676","CA","CAE","MEYOMESSALA",2017,55761.5768751229,1741.48249816342,1633.94046633625,NA,23431.8337325525,12353.3653113909,NA
"2677","CA","CAE","MEYOMESSALA",2018,56563.5453868201,1766.52867163026,1657.43995966881,NA,23768.8326819709,12531.0326326615,NA
"2678","CA","CAE","MEYOMESSALA",2019,57423,1793,1683,9015.411,24130,1838,2124.651
"2679","CA","CAE","MEYOMESSALA",2020,58310,1749,1691,NA,23499,13878,NA
"2680","CA","CAE","MEYOMESSALA",2021,69953,2184.69297356572,2049.78129828701,NA,29395.2781996112,15497.319338063,2239
"2681","CA","CAE","MEYOMESSALA",2022,71072.3176103348,2219.65023513401,2082.57983880003,NA,29865.6319020903,15745.2918688777,2275
"2682","CA","CAE","MEYOMESSALA",2023,72209.4746921002,2255.16463889616,2115.90111622083,NA,30343.4820125237,15997.2165387797,2312
"2683","CA","CAE","MEYOMESSALA",2024,71528,2233.88159211483,2095.93236464302,NA,30057.116336137,15846.2433006872,2290
"2684","CA","CAE","MFOU",2017,101785.994773154,3632.359655637,3423.57476583171,NA,44675.5299074736,22909.1337764493,NA
"2685","CA","CAE","MFOU",2018,103426.831592261,3690.91495567107,3478.76435788966,NA,45395.7198957788,23278.4394975166,NA
"2686","CA","CAE","MFOU",2019,105164,3753,3537,16510.748,46158,3847,3891.068
"2687","CA","CAE","MFOU",2020,106903,3774,3528,NA,46182,24802,NA
"2688","CA","CAE","MFOU",2021,108613.624732557,3876.01211159054,3653.22228945755,NA,47672.287832061,24445.8391794337,3973
"2689","CA","CAE","MFOU",2022,110443.219139616,3941.30346061346,3714.7607482374,NA,48475.3265981827,24857.6288674096,4040
"2690","CA","CAE","MFOU",2023,112210.31064585,4004.36431598328,3774.1969202092,NA,49250.9318237536,25255.3509292882,4104
"2691","CA","CAE","MFOU",2024,112211,4004.3889164424,3774.22010665522,NA,49251.2343925112,25255.5060833099,4105
"2692","CA","CAE","MIFI",2017,362141.584711157,14654.5271630868,14887.9360342317,NA,182291.795872388,83727.2232758375,NA
"2693","CA","CAE","MIFI",2018,366561.088500233,14833.3680945309,15069.6254410621,NA,184516.448650716,84749.0136366753,NA
"2694","CA","CAE","MIFI",2019,370844,15007,15246,58222.508,186673,15262,13721.228
"2695","CA","CAE","MIFI",2020,375117,15005,15005,NA,192810,85527,NA
"2696","CA","CAE","MIFI",2021,441133,17851.016850744,18135.3375692189,NA,222053.832488509,101990.057879708,18154
"2697","CA","CAE","MIFI",2022,446155.27588255,18054.2497338166,18341.8074286395,NA,224581.903631531,103151.209296512,18361
"2698","CA","CAE","MIFI",2023,451062.983917258,18252.8464808886,18543.5673103546,NA,227052.304571478,104285.872598774,18563
"2699","CA","CAE","MIFI",2024,455974.302893378,18451.5893493707,18745.4756408174,NA,229524.52315685,105421.370751576,18765
"2700","CA","CAE","MINDIF",2017,57125.5536177577,2675.42261911674,2600.80719059384,NA,28947.7272848358,12981.2649960759,NA
"2701","CA","CAE","MINDIF",2018,58806.8993677055,2754.16689667885,2677.35535230792,NA,29799.7302004955,13363.3355992974,NA
"2702","CA","CAE","MINDIF",2019,60595,2838,2759,9513.415,30706,2886,2242.015
"2703","CA","CAE","MINDIF",2020,62431,2934,2872,NA,31590,14047,NA
"2704","CA","CAE","MINDIF",2021,60145,2816.83560571666,2738.27628043574,NA,30477.7975404204,13667.406856365,2865
"2705","CA","CAE","MINDIF",2022,62003.9289883937,2903.8968304736,2822.90943624143,NA,31419.7887508332,14089.8316431547,2953
"2706","CA","CAE","MINDIF",2023,63926.0507870339,2993.91763221828,2910.41962876491,NA,32393.8022021091,14526.6164240925,3045
"2707","CA","CAE","MINDIF",2024,65877.3789802898,3085.30628851892,2999.25952745871,NA,33382.6156630613,14970.0380938493,3138
"2708","CA","CAE","MISAJE",2024,29861.406331124,1018.65008917712,944.938478174227,NA,12856.8416446637,7878.40436024915,1032
"2709","CA","CAE","MOGODE",2017,112652.092844219,5275.95687392292,5128.81459434316,NA,57085.1721375133,25599.1684449736,NA
"2710","CA","CAE","MOGODE",2018,115967.721412017,5431.24128002662,5279.76824073003,NA,58765.3293610332,26352.6150260808,NA
"2711","CA","CAE","MOGODE",2019,119494,5596,5440,18760.558,60552,5692,4421.278
"2712","CA","CAE","MOGODE",2020,123114,5786,5663,NA,62296,27701,NA
"2713","CA","CAE","MOGODE",2021,130042,6090.397137561,5920.54076083507,NA,65897.3106285036,29550.867443934,6194
"2714","CA","CAE","MOGODE",2022,134061.267495364,6278.63582389971,6103.5296185503,NA,67934.0289090673,30464.2096024461,6385
"2715","CA","CAE","MOGODE",2023,138217.166787721,6473.2735344406,6292.73903672536,NA,70039.9838052484,31408.6001001219,6583
"2716","CA","CAE","MOGODE",2024,142436.225743277,6670.8692695579,6484.82398250241,NA,72177.9441454025,32367.3430595796,6784
"2717","CA","CAE","MOKOLO",2017,229618.861165015,10753.9875945419,10454.0673550391,NA,116356.757204243,52178.8078383479,NA
"2718","CA","CAE","MOKOLO",2018,236377.109827442,11070.5039377893,10761.756306899,NA,119781.423169183,53714.5586755893,NA
"2719","CA","CAE","MOKOLO",2019,243565,11407,11089,38239.705,123424,11601,9011.905
"2720","CA","CAE","MOKOLO",2020,300275,14113,13813,NA,151939,67562,NA
"2721","CA","CAE","MOKOLO",2021,303355,14207.3516530414,13811.1198113157,NA,153721.710414402,68934.677976766,14449
"2722","CA","CAE","MOKOLO",2022,323283.300280977,15140.6752176415,14718.4137171899,NA,163820.150871436,73463.2038375346,15398
"2723","CA","CAE","MOKOLO",2023,333305.082589687,15610.0361493884,15174.6845424228,NA,168898.575548451,75740.5631564982,15875
"2724","CA","CAE","MOKOLO",2024,343478.982083072,16086.521349188,15637.8809454866,NA,174054.083885902,78052.4897288128,16360
"2725","CA","CAE","MOLOUNDOU",2017,44038.2947285887,1553.29903948513,1440.56821975241,NA,19589.9421982764,10606.9827136108,NA
"2726","CA","CAE","MOLOUNDOU",2018,45058.113244391,1589.26962215205,1473.92823409525,NA,20043.5970434612,10852.6143266149,NA
"2727","CA","CAE","MOLOUNDOU",2019,46103,1626,1508,7238.171,20508,1654,1705.811
"2728","CA","CAE","MOLOUNDOU",2020,47190,1652,1510,NA,20150,11703,NA
"2729","CA","CAE","MOLOUNDOU",2021,49876,1759.20396942771,1631.52958058859,NA,22186.7800082401,12013.041673946,1789
"2730","CA","CAE","MOLOUNDOU",2022,51043.5385038908,1800.38486545996,1669.72176932815,NA,22706.1464357197,12294.2528517304,1831
"2731","CA","CAE","MOLOUNDOU",2023,52217.5398894803,1841.79371736553,1708.12537002269,NA,23228.3878037412,12577.0206673202,1873
"2732","CA","CAE","MOLOUNDOU",2024,47104.1793095385,1661.43754948221,1540.85856750464,NA,20953.7666173996,11345.426037824,1690
"2733","CA","CAE","MONATELE",2017,48496.7810092132,1730.66786996309,1631.19057840165,NA,21286.0265817704,10915.2467030784,NA
"2734","CA","CAE","MONATELE",2018,49278.5713141117,1758.56702808411,1657.48611705594,NA,21629.1670720285,11091.2054754023,NA
"2735","CA","CAE","MONATELE",2019,50106,1788,1685,7866.642,21992,1833,1853.922
"2736","CA","CAE","MONATELE",2020,50935,1798,1681,NA,22004,11817,NA
"2737","CA","CAE","MONATELE",2021,51749.861903997,1846.75810246581,1740.60804479682,NA,22713.8567378762,11647.4227315223,1893
"2738","CA","CAE","MONATELE",2022,52621.5873264636,1877.86670696898,1769.92855363246,NA,23096.4712151362,11843.6233420692,1925
"2739","CA","CAE","MONATELE",2023,53463.532723687,1907.91257428049,1798.24741049058,NA,23466.0147545783,12033.1213155423,1956
"2740","CA","CAE","MONATELE",2024,54305.6517352524,1937.96463723544,1826.57210687192,NA,23835.6344961813,12222.6583646681,1986
"2741","CA","CAE","MORA",2017,255272.14201638,11955.4353442397,11622.0076737797,NA,129356.266723496,58008.2837149163,NA
"2742","CA","CAE","MORA",2018,262785.42992132,12307.3132540682,11964.0719859949,NA,133163.540272913,59715.6103858918,NA
"2743","CA","CAE","MORA",2019,270776,12682,12328,42511.832,137213,12897,10018.712
"2744","CA","CAE","MORA",2020,278978,13112,12833,NA,141163,62770,NA
"2745","CA","CAE","MORA",2021,309502,14495.2407289138,14090.9798877284,NA,156836.633042733,70331.5280880982,14742
"2746","CA","CAE","MORA",2022,319067.919690179,14943.2517553453,14526.4962396807,NA,161684.054500962,72505.2967531741,15197
"2747","CA","CAE","MORA",2023,328959.025200575,15406.492559761,14976.8176231108,NA,166696.260190492,74752.9609525225,15668
"2748","CA","CAE","MORA",2024,344025.885802189,16112.1350804858,15662.780330003,NA,174331.221151266,78176.7686487632,16386
"2749","CA","CAE","MOULVOUDAYE",2017,140461.724996864,6578.39534810122,6394.92908584255,NA,71177.3882555926,31918.6556368606,NA
"2750","CA","CAE","MOULVOUDAYE",2018,144595.859537319,6772.01372655958,6583.1476003036,NA,73272.3141102582,32858.1002916675,NA
"2751","CA","CAE","MOULVOUDAYE",2019,148993,6978,6783,23391.901,75500,7097,5512.741
"2752","CA","CAE","MOULVOUDAYE",2020,153506,7215,7061,NA,77674,34539,NA
"2753","CA","CAE","MOULVOUDAYE",2021,155034,7260.87440845751,7058.37434302228,NA,78561.7235660742,35230.0732325162,7384
"2754","CA","CAE","MOULVOUDAYE",2022,159825.70665536,7485.28957046544,7276.53074300862,NA,80989.8666422259,36318.9451985176,7613
"2755","CA","CAE","MOULVOUDAYE",2023,164780.303561676,7717.33354714987,7502.10319604189,NA,83500.5525081349,37444.8324996716,7849
"2756","CA","CAE","MOULVOUDAYE",2024,169810.475950297,7952.91703184787,7731.11644299948,NA,86049.5353937252,38587.8936451191,8088
"2757","CA","CAE","MOUTOURWA",2017,50406.9311506867,2360.76213218327,2294.92233667775,NA,25543.1414455822,11454.5188530586,NA
"2758","CA","CAE","MOUTOURWA",2018,51890.531292669,2430.24517656903,2362.4675537106,NA,26294.9390140961,11791.6535567353,NA
"2759","CA","CAE","MOUTOURWA",2019,53468,2504,2434,8394.476,27095,2547,1978.316
"2760","CA","CAE","MOUTOURWA",2020,55088,2589,2534,NA,27875,12395,NA
"2761","CA","CAE","MOUTOURWA",2021,57076,2673.10182113034,2598.55111783441,NA,28922.6165502874,12970.0043849678,2719
"2762","CA","CAE","MOUTOURWA",2022,58840.0740035174,2755.72060015149,2678.86572421508,NA,29816.5410714533,13370.8742350103,2803
"2763","CA","CAE","MOUTOURWA",2023,60664.1162976265,2841.14793875618,2761.91056166574,NA,30740.8538446683,13785.3713362956,2889
"2764","CA","CAE","MOUTOURWA",2024,65558.0574511091,3070.35115919698,2984.7214849084,NA,33220.8030948235,14897.4751666349,3123
"2765","CA","CAE","MOZOGO",2022,90627.0745260568,4244.43545376896,4126.06149372323,NA,45924.243562819,20594.1823883902,4317
"2766","CA","CAE","MOZOGO",2023,93436.5138363646,4376.0129528358,4253.96940002865,NA,47347.8951132664,21232.6020424303,4450
"2767","CA","CAE","MOZOGO",2024,97702.8604291416,4575.82336083085,4448.20725320214,NA,49509.8179279963,22202.0906894292,4654
"2768","CA","CAE","MUNDEMBA",2017,20974.9337945878,666.608101390197,617.770614622506,NA,7961.94951544891,5656.18312931695,NA
"2769","CA","CAE","MUNDEMBA",2018,21442.0985653545,681.4551480568,631.529927066248,NA,8139.28224777917,5782.16061849041,NA
"2770","CA","CAE","MUNDEMBA",2019,21908,696,645,3439.556,8316,713,810.596
"2771","CA","CAE","MUNDEMBA",2020,21908,657,613,NA,8194,5871,NA
"2772","CA","CAE","MUNDEMBA",2021,22346.2453604159,710.189998156279,658.159585436766,NA,8482.49053665072,6025.97639873246,727
"2773","CA","CAE","MUNDEMBA",2022,22810.6288426213,724.948652196452,671.836981133554,NA,8658.76750979097,6151.20387469527,742
"2774","CA","CAE","MUNDEMBA",2023,23266.8414194737,739.447625240382,685.273720756225,NA,8831.94285998679,6274.22795218918,757
"2775","CA","CAE","MUNDEMBA",2024,16431.330143389,522.207025655849,483.948746687628,NA,6237.2268897027,4430.93710137264,535
"2776","CA","CAE","MUYUKA",2017,111018.211251671,3528.28951676158,3269.79761990633,NA,42141.7965814665,29937.6074164618,NA
"2777","CA","CAE","MUYUKA",2018,113490.867314294,3606.87343885823,3342.62427435571,NA,43080.400866585,30604.3935738333,NA
"2778","CA","CAE","MUYUKA",2019,115957,3685,3415,18205.249,44017,3774,4290.409
"2779","CA","CAE","MUYUKA",2020,115957,3479,3247,NA,43368,31077,NA
"2780","CA","CAE","MUYUKA",2021,118276.425203519,3758.96410526368,3483.57237304772,NA,44896.9677597353,31894.8859330696,3849
"2781","CA","CAE","MUYUKA",2022,120734.360186015,3837.08017409461,3555.96545040898,NA,45829.9840178337,32557.7023460844,3929
"2782","CA","CAE","MUYUKA",2023,123149.047389736,3913.82177757651,3627.08475941716,NA,46746.5836981904,33208.8563930061,4008
"2783","CA","CAE","MUYUKA",2024,125625.793874921,3992.53569812008,3700.03188828064,NA,47686.7406813174,33876.7455898108,4088
"2784","CA","CAE","MVANGAN",2017,37359.9124364957,1166.78252816952,1094.73003041998,NA,15699.1840176105,8276.67853373617,NA
"2785","CA","CAE","MVANGAN",2018,37897.2263908864,1183.56330984803,1110.47454595211,NA,15924.971234311,8395.71454271349,NA
"2786","CA","CAE","MVANGAN",2019,38473,1202,1127,6040.261,16167,1232,1423.501
"2787","CA","CAE","MVANGAN",2020,39067,1172,1133,NA,15744,9298,NA
"2788","CA","CAE","MVANGAN",2021,36172,1129.6829905768,1059.92150617754,NA,15200.0057615304,8013.50957209006,1158
"2789","CA","CAE","MVANGAN",2022,36750.7879948113,1147.75904257527,1076.88130500586,NA,15443.2209792633,8141.73369949885,1176
"2790","CA","CAE","MVANGAN",2023,37338.8006027282,1166.12318725647,1094.11140588595,NA,15690.3125149316,8272.00143869084,1195
"2791","CA","CAE","MVANGAN",2024,49730,1553.11111139513,1457.20160627583,NA,20897.2765266203,11017.1356579686,1592
"2792","CA","CAE","MVOG-ADA",2022,482417.694766328,12794.0394363515,12257.055026909,NA,177734.528088734,131963.309334104,13152
"2793","CA","CAE","MVOG-ADA",2023,411968.382,10925.6766138957,10467.110104588,NA,151779.270861356,112692.199352409,11232
"2794","CA","CAE","MVOG-ADA",2024,350407,9293.02765095536,8902.98578889085,NA,129098.545637211,95852.3450435073,9553
"2795","CA","CAE","NANGA EBOKO",2017,63077.4612303805,2250.9975548588,2121.61216326802,NA,27685.724464999,14196.9433105812,NA
"2796","CA","CAE","NANGA EBOKO",2018,64094.2987734363,2287.28466563435,2155.81352231662,NA,28132.0310140195,14425.8045341188,NA
"2797","CA","CAE","NANGA EBOKO",2019,65171,2326,2192,10231.847,28605,2384,2411.327
"2798","CA","CAE","NANGA EBOKO",2020,66249,2339,2186,NA,28619,15370,NA
"2799","CA","CAE","NANGA EBOKO",2021,67308.589147531,2401.99061022314,2263.92626846928,NA,29542.8353791898,15149.2499191209,2462
"2800","CA","CAE","NANGA EBOKO",2022,68442.4010293696,2442.45209557632,2302.06206265702,NA,30040.483869529,15404.4387408862,2504
"2801","CA","CAE","NANGA EBOKO",2023,69537.4794458395,2481.53132910554,2338.89505565953,NA,30521.1316114415,15650.9097607404,2544
"2802","CA","CAE","NANGA EBOKO",2024,70632.7836742437,2520.61862101412,2375.73564385273,NA,31001.8784658876,15897.4316044414,2584
"2803","CA","CAE","NDELELE",2017,60435.5211847687,2131.65467885711,1976.94964574622,NA,26884.0647447629,14556.3885351526,NA
"2804","CA","CAE","NDELELE",2018,61835.0591073026,2181.01855464279,2022.73093373583,NA,27506.6335153229,14893.4786664316,NA
"2805","CA","CAE","NDELELE",2019,63269,2232,2070,9933.233,28145,2270,2340.953
"2806","CA","CAE","NDELELE",2020,64761,2267,2072,NA,27653,16061,NA
"2807","CA","CAE","NDELELE",2021,99363,3504.68730480081,3250.3343033929,NA,44200.5177231285,23932.3895229829,3564
"2808","CA","CAE","NDELELE",2022,101688.970975261,3586.72791295809,3326.42080691621,NA,45235.1998615048,24492.6186162982,3648
"2809","CA","CAE","NDELELE",2023,104027.817307692,3669.22265495612,3402.92848547528,NA,46275.6094583194,25055.9488444731,3732
"2810","CA","CAE","NDELELE",2024,137063.914626422,4834.45710714778,4483.59594081878,NA,60971.3473591432,33012.9625150651,4917
"2811","CA","CAE","NDIKINIMEKI",2017,44519.4465994646,1588.73175115671,1497.41282488225,NA,19540.3097690521,10020.0617980267,NA
"2812","CA","CAE","NDIKINIMEKI",2018,45237.1204534116,1614.34283408411,1521.5518049251,NA,19855.3085053447,10181.5897799909,NA
"2813","CA","CAE","NDIKINIMEKI",2019,45997,1641,1547,7221.529,20189,1682,1701.889
"2814","CA","CAE","NDIKINIMEKI",2020,46758,1651,1543,NA,20199,10848,NA
"2815","CA","CAE","NDIKINIMEKI",2021,47505.7347234444,1695.3011522401,1597.85670900939,NA,20851.0402353852,10692.1903583433,1738
"2816","CA","CAE","NDIKINIMEKI",2022,48305.9679056741,1723.85846734726,1624.77257435578,NA,21202.2756047042,10872.3000980468,1767
"2817","CA","CAE","NDIKINIMEKI",2023,49078.8633921649,1751.44020282482,1650.76893554548,NA,21541.5120143795,11046.2568996155,1795
"2818","CA","CAE","NDIKINIMEKI",2024,49851.9182544795,1779.02762582662,1676.77065734544,NA,21880.8183766982,11220.2495721514,1824
"2819","CA","CAE","NDOM",2017,25714.9901443304,809.371536465602,758.074172863489,NA,10046.9550712139,6098.71282751577,NA
"2820","CA","CAE","NDOM",2018,25876.7620144919,814.463257145822,762.843184089118,NA,10110.1600229629,6137.07956124375,NA
"2821","CA","CAE","NDOM",2019,26042,820,768,4088.594,10175,834,963.554
"2822","CA","CAE","NDOM",2020,26202,812,760,NA,10271,6184,NA
"2823","CA","CAE","NDOM",2021,27411,862.752933659985,808.072296964989,NA,10709.5932726913,6500.94813868294,878
"2824","CA","CAE","NDOM",2022,27567.0541552799,867.664690993814,812.672750786739,NA,10770.5642891286,6537.95882673886,883
"2825","CA","CAE","NDOM",2023,27704.8894260563,872.003014448783,816.736114540672,NA,10824.4171105742,6570.64862087256,888
"2826","CA","CAE","NDOM",2024,27838.0901451828,876.19546679244,820.662852385403,NA,10876.4591931496,6602.23925846609,892
"2827","CA","CAE","NDOP",2017,267505.863540302,9125.31944172751,8464.99259925981,NA,115174.767337464,70576.6948260402,NA
"2828","CA","CAE","NDOP",2018,271471.75073018,9260.60614908615,8590.48968282846,NA,116882.281813355,71623.024077333,NA
"2829","CA","CAE","NDOP",2019,275603,9402,8721,43269.671,118661,9524,10197.311
"2830","CA","CAE","NDOP",2020,275603,8819,8268,NA,117958,72759,NA
"2831","CA","CAE","NDOP",2021,188393,6426.57429199256,5961.53418712669,NA,81112.6891046177,49704.163835493,6510
"2832","CA","CAE","NDOP",2022,190826.807867822,6509.59779644863,6038.54994041326,NA,82160.5661537809,50346.2810320254,6594
"2833","CA","CAE","NDOP",2023,193116.729562236,6587.71297000601,6111.01253969822,NA,83146.4929476263,50950.4364044097,6673
"2834","CA","CAE","NDOP",2024,205240.126710477,7001.27351867026,6494.64699832118,NA,88366.2269280665,54148.9805015839,7092
"2835","CA","CAE","NDU",2017,93096.3795776886,3175.75918251503,2945.9547305373,NA,40082.6872200694,24561.8345852589,NA
"2836","CA","CAE","NDU",2018,94476.5726482438,3222.8411510872,2989.62975123844,NA,40676.9299543339,24925.9741366408,NA
"2837","CA","CAE","NDU",2019,95914,3272,3035,15058.498,41296,3314,3548.818
